,본문,명사
100,아니 신기루처럼 보이는 가상재화로 수익이 나는데 매출이 조 년에 따박따박 조 땅파고 자원 전쟁하고 공업폐기물이네 환경오염이네 고민하지 않아도 년에 따박따박 조 잘만 키우면 이보다 괜찮은 산업이 있나,"['신기루', '가상재화', '수익', '매출', '조', '년', '박', '박', '조', '땅', '파고', '자원', '전쟁', '공업', '폐기물', '환경오염', '고민', '년', '박', '박', '조', '잘만', '이보', '산업']"
101,뭔 트위터 비건 트위터 에코페미니즘 어쩌고 트위터 퀴어페미 이런 계정들 남초커뮤 가서 남자 패는 꼴 본 적이 없음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 여혐도 퀴혐도 환경오염도 남자가 더 심한데 ㅋㅋ 당연함 남자보다 무조건 자주적이고,"['트위터', '비건', '트위터', '에코페미니즘', '어쩌', '트위터', '퀴어', '페미', '계정', '남초', '커뮤', '남자', '패', '꼴', '적', '여혐', '퀴혐', '환경오염', '남자', '더', '남자', '무조건', '자주']"
102,여성주의자 중에서도 건강 챙기면서 비건식 권유하고 공유하는 분들 많음 난 그런 분들은 좋아 여성을 외면하는 게 아니잖음 ㅋㅋ 근데 트위터에서 랟펨이랑 키배면서 성노동론 지지 쳐하는 여혐충들은 진짜 ㅋㅋㅋ 글고,"['여성주의자', '중', '건강', '비건', '권유', '공유', '난', '분', '여성', '외면', '게', '트위터', '랟펨', '키', '배면', '성노동', '론', '지지', '혐충', '진짜', '글']"
103,귀찮아서 옷 안사는게 아니라 환경오염 막을려고 옷 안산다고 말하기,"['옷', '환경오염', '옷', '말']"
104,어린아이들한테 너무 각박한거랑 인종차별 글고 환경오염,"['아이', '인종차별', '글', '환경오염']"
105,듣지도않을씨디 자꾸 생산해내는거 그거 환경파괴야 그런쓰레기들 만들어내느라 탄소가 얼마나 배출ㄹ되겠어 난 진심으로 저기에드는 자본이아깝고 환경오염걱정됨,"['씨디', '자꾸', '생산', '그거', '환경', '파괴', '쓰레기', '탄소', '얼마나', '배출', '난', '진심', '에드', '자본', '환경오염', '걱정']"
106,동물만 안죽인거지 환경오염이라 허위광고 아닌가요 제가 아는 비건레더는 선인장 이런거여서요,"['동물', '환경오염', '허위', '광고', '제', '비건', '레더', '선인장', '거여', '서요']"
107,산불로 인해 생긴 스모그가 공기를 덮어 외부활동을 줄이라고 한다 환경오염으로 인해 더이상 실내활동 밖에 할 수 없는 배경의 소설들이 연상되는데 그게 내 목숨 반경 안의 미래일 줄이야 이런 식이,"['산불', '스모그', '공기', '외부', '활동', '줄', '환경오염', '더', '이상', '실내', '활동', '수', '배경', '소설', '연상', '그게', '내', '목숨', '반경', '안', '미래', '일', '줄', '식이']"
108,그러나 여성은 인구의 절반이나 되므로 소수가 아니고 사회적 생산과 노동 과정에서도 소수가 아니므로 완고하고 심한 편견쟁이들의 비하 대상일 수는 있어도 혐오의 대상이 될 수는,"['여성', '인구', '절반', '소수', '사회', '생산', '노동', '과정', '소수', '편견', '상일', '수', '혐오', '대상', '수']"
109,비닐같은 일회용 소재는 안쓰는게 제일이지만 차선택으로 바이오매스 플라스틱 추천드립니다 말그대로 옥수수전분이나 곡류껍질같은 식물성소재로 만든 플라스틱인데요 제조공정부터 탄소배출이 적고 불에 태워도 환경오염,"['비닐', '일회용', '소재', '제일', '차', '선택', '바이오매스', '플라스틱', '추천', '말', '그대로', '옥수수', '전분', '곡류', '껍질', '식물성', '소재', '플라스틱', '요', '공정', '탄소', '배출', '불', '환경오염']"
110,요즘 플라스틱이 환경오염의 주범이 되서 다들 내열유리나 도자기류로 많이 바꾸시던데 나도 그랬음 하지만 내열유리랑 도자기는 한국에서 일반쓰레기 폐기물인데다 단일소재가 아니라서 재활용이 많이 힘들고 플라스틱보,"['요즘', '플라스틱', '환경오염', '범', '유리나', '도자기', '류', '유리', '도자기', '한국', '일반', '쓰레기', '폐기물', '소재', '재활용', '플라스틱', '보']"
111,기후변화와 환경오염에 따른 전세계적인 어획량 감소로 인해 기존의 생활방식을 고수하기 힘들게 된 인스머스의 젊은이들이 침체되어가는 마을을 부흥시키고자 아이돌을 시작하는 이야기,"['기후변화', '환경오염', '전세계', '어획', '량', '감소', '기존', '생활', '방식', '고수', '인스머스', '젊은이', '침체', '마을', '부흥', '아이돌', '시작', '이야기']"
112,너냅킨한장이얼마나환경오염이되는줄알아 그냅킨한장에얼마나많은수고와나무가희생했는지아냐고너냅킨만들어봤어 니가뭘알아,"['냅킨', '한장', '얼마나', '환경오염', '알', '냅킨', '한장', '얼마나', '나무', '희생', '냅킨', '니', '뭘알']"
113,아 시팔 우리집 화장실 방음 너무한다 방금 윗집이 방구 뀌고 오늘도 시원하게 환경오염 하는 소리까지 다들림 미치겠네,"['팔', '우리', '집', '화장실', '방음', '방금', '집', '방구', '뀌', '오늘', '환경오염', '소리']"
114,환경오염방ㄷ관죄로 싱고함니다,"['환경오염', '방', '관죄', '싱']"
115,환경오염 생각안하나,"['환경오염', '생각', '안', '하나']"
116,나는 옷 사는 걸 정말 좋아하는데 패스트패션도 환경오염에 한 몫 한다고 해서 요즘 새옷 사는 거 자제 중 돌려돌려 헤질때까지 입어 ㅏ 하지만 자라 가서 구경하고 싶어 그리고 신발만은 욕심을 버리지 못하였음,"['나', '옷', '걸', '정말', '패스트패션', '환경오염', '몫', '요즘', '옷', '거', '자제', '중', '헤질때', '자라', '구경', '신발', '욕심']"
117,목욕은 레전드 물낭비 환경오염이다,"['목욕', '레전드', '물', '낭비', '환경오염']"
118,여기도 엘비노네 클나따 환경오염이 문제여써요 흰닥발을 우짠디야,"['여기', '엘', '비노', '환경오염', '문제', '흰닥발', '디']"
119,환경오염 시발 사람들한테 지랄하지말고 기업에 좀 지랄해 이번에 어디 김이였지 플라스틱 줄여서 판매한거 개잘한거 같음 그렇게 기업이 바뀌어야지 소비자들이 시발 플라스틱 행구고 말려서 분류한다고 살림살이 좀,"['환경오염', '시발', '사람', '지랄', '기업', '좀', '지랄', '이번', '어디', '플라스틱', '줄', '판매', '거', '거', '기업', '소비자', '시발', '플라스틱', '행', '구고', '분류', '살림살이', '좀']"
120,미국에서 콜라에 멘토스만 그만 쳐 넣어도 환경오염 줄어들듯,"['미국', '콜라', '멘토스', '환경오염']"
121,그러나 여성은 인구의 절반이나 되므로 소수가 아니고 사회적 생산과 노동 과정에서도 소수가 아니므로 완고하고 심한 편견쟁이들의 비하 대상일 수는 있어도 혐오의,"['여성', '인구', '절반', '소수', '사회', '생산', '노동', '과정', '소수', '편견', '상일', '수', '혐오']"
122,부안군은 아름다운 채석강의 쓰레기관리를 헤주시길 부탁합니다 친환경미래 기후로 끙끙 코로나도 어쩌면 환경오염 기후변화와도 무관하지않을텐데 이 같은 문화 웬말입니까 부끄러운관리 부끄시민의식입니,"['부안군', '채석', '강의', '쓰레기', '관리', '헤', '부탁', '친환경', '미래', '기후', '끙끙', '코로나', '어쩌면', '환경오염', '기후변화', '무관', '이', '문화', '말입', '관리', '부', '시민', '의식']"
123,이미 환경오염 할 생각에 뇌에 힘주는걸 포기한자,"['환경오염', '생각', '뇌', '포기', '한자']"
124,마자 돌앨범 씨디도 안듣는데 환경오염 오져 진심,"['마자', '돌', '앨범', '씨디', '환경오염', '진심']"
125,사실 말이 대게 많아가지고 환경오염이라 불법이라는 말도 있으니가 걍 불법이라더라 하고 막아보자,"['사실', '말', '대게', '환경오염', '불법', '말', '불법']"
126,문명 군도맵으로 했더니 환경오염 때문에 날이 갈수록 땅이 침몰해서 결국 우주로 도망침ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['문명', '군도', '맵', '환경오염', '때문', '날', '갈수록', '땅', '침몰', '우주']"
127,ㄹㅇ 전세계인구다죽이고 이상한공장환경오염다정리하구 디지는생각함,"['전세계', '인구', '죽', '공장', '환경오염', '정리', '생각', '함']"
128,빡대가리들 존나 싫다 공동체의식이라곤 없고 지 기분만 중요한 개똘추들 공기 아까워 살아있는거 자체가 환경오염이니까 멸종했으면 좋겠어,"['빡', '대가리', '존나', '공동체', '의식', '기분', '개똘추들', '공기', '자체', '환경오염', '멸종']"
129,이제 나는 눈물도 안난다 아니 정확히 말하면 혼자있을때만 운다 나같은 인간 살아봤자 환경오염이나 더 시키고 메탄가스나 배출하지,"['이제', '나', '눈물', '말', '혼자', '때', '나', '인간', '살', '환경오염', '더', '메탄가스', '배출']"
130,꾸미기위해 옷을 새로사서 입으면 멀쩡했던 옷을 버리는게 환경오염이 되는데 안그랬으면 좋겠다,"['위해', '옷', '로사', '옷', '환경오염']"
131,비트 환경오염 주범,"['비트', '환경오염', '범']"
132,되게 빛님 마음에 안들고 나왔어 환경오염 오히려 좋아 스팀펑크 진짜 미쳤다구 자세나 그림은 이쁜데 색감 되게 구려 눈 색도 괜히 스킨에 맞춘 거 같아,"['빛', '마음', '안', '환경오염', '오히려', '스팀펑크', '진짜', '자세', '그림', '색감', '구려', '눈', '색도', '스킨', '거']"
133,모두가 타츠마키 씨 같을 순 없으니까요 그러니 우리들 모두 환경오염이 일어나지 않도록 서로 노력을 해야만 해요,"['모두', '츠', '마키', '씨', '순', '요', '우리', '모두', '환경오염', '일어나지', '서로', '노력', '해']"
134,인간에 의한 환경오염 말하는거지 그렇게 말하면 할말이 없지만 적어도 난 자동차는 타고 다니지 않는걸,"['인간', '환경오염', '말', '말', '난', '자동차', '타고']"
135,잘 모르겟음 나는 뭐 헤어스타일을 꼭 어떻게 해야한다고 하면 김연담처럼 하고싶은데 근데 나 염색은 웬만하면 안하기로 마음먹었음 환경오염 오진다며,"['나', '뭐', '헤어스타일', '꼭', '김연', '담', '나', '염색', '환경오염']"
136,부분적으로 동의한다 자본가는 손해를 감수하고 일대전환 같은 걸 이뤄서 다 같이 살아남기보다는 기후격변과 환경오염으로 천천히 멸망해 가는 세계에서 남들을 희생시켜 가며 버티다가 마지막으로 죽는 쪽을 선택할 것이다,"['부분', '동의', '자본가', '손해', '감수', '전환', '걸', '기', '기후', '격변', '환경오염', '세계', '남', '희생', '마지막', '쪽', '선택', '것']"
137,자격증 유기농관리사 최근 환경오염과 함께 유기농업의 중요성 알게됨 유망자격증 이젠 귀농의 필수 자격증,"['자격증', '유기농', '관리사', '최근', '환경오염', '유기농업', '중요성', '알', '유망', '자격증', '젠', '귀농', '필수', '자격증']"
138,이건 뭐 환경오염수준 쓰레기 큐브,"['이건', '뭐', '환경오염', '수준', '쓰레기', '큐브']"
139,천미터급 세계적 고봉들이 즐비한 히말라야 산맥들과 연결되어 있는 티벳고원 거기에서 중국 동쪽의 해안가까지는 완만한 지대가 아니라 거의 폭포같이 급격한 경사를 가짐 치수는 언제나 문제이고 공업지대는,"['미터', '세계', '고봉', '히말라야', '산맥', '연결', '티벳고원', '거기', '중국', '동쪽', '해안가', '완만', '지대', '거의', '폭포', '경사', '가짐', '치수', '문제', '공업', '지대']"
140,태백시 환경오염물질배출사업장 지도 점검 결과 공개,"['태백시', '환경오염', '물질', '배출', '사업', '지도', '점검', '결과', '공개']"
141,코로나로 인간 존나 죽으면 환경오염 멈춰져서 지구온난화와 해수면 상승을 저지할 수 있는 거 아님 아닌거 아니까 말걸지마,"['코로나', '인간', '존나', '환경오염', '지구온난화', '해수면', '상승', '저지', '수', '거', '말']"
142,환경오염 얘기를 하다가 노하신 게 아닐까요,"['환경오염', '얘기', '노', '게', '요']"
143,닭은 맛잇고 가장 환경오염이 덜한 고기랬어,"['닭', '맛', '가장', '환경오염', '랬']"
144,우리가 스타벅스 종이 빨대 쓰는 것보다 비트코인 채굴로 인해 환경오염이 더 심해질 거 같음,"['우리', '스타벅스', '종이', '빨대', '것', '비트코인', '채굴', '환경오염', '더', '거']"
145,앞이나 공공장소라던가 허락 받지 못하는 곳에서 피워서 그렇다구요 흡연은 나쁘다는 생각을 하지만 음주를 하는 시점에서 흡연을 극단적으로 반대하지 않지만 물론 흡연실 간다면 그럼 둘러보,"['앞', '공공장소', '허락', '곳', '흡연', '생각', '음주', '시점', '흡연', '극단', '반대', '흡연실', '간다']"
